incikey,inci_id,nibrs,offense,date_occu,hour_occu,date_rept,hour_rept,streetmasked,street,reportedas,geoy,geox,category,OBJECTID,x,y
16198,2024002937,99C5,CARING HANDS                                                ,2024-03-28,1300,2024-03-29,0915,700-BLK of,RAINTREE DR,CITIZEN ASSIST,41.759917323577,-88.174244684807,Non-Criminal Offenses,2604,-9815512.01939422,5125083.79142261
16199,2024001555,13C,SIMPLE ASSAULT                                              ,2024-02-16,1616,2024-02-16,1616,200-BLK of,E BAILEY RD,SUBJECT WITH A,41.740434008645,-88.125065719712,Assault/Battery,2605,-9810037.44204211,5122176.67096262
16200,2024001555,90Z,"RESIST, OBSTRUCT, DISARM AN OFFICER                         ",2024-02-16,1616,2024-02-16,1616,200-BLK of,E BAILEY RD,SUBJECT WITH A,41.740434008645,-88.125065719712,Other Criminal Offenses,2606,-9810037.44204211,5122176.67096262
16201,2024001555,90C,ALL OTHER DISORDERLY CONDUCT                                ,2024-02-16,1616,2024-02-16,1616,200-BLK of,E BAILEY RD,SUBJECT WITH A,41.740434008645,-88.125065719712,Other Criminal Offenses,2607,-9810037.44204211,5122176.67096262
16203,2024003155,90Z,VIOLATION OF ORDER OF PROTECTION                            ,2024-04-03,2357,2024-04-03,2357,1000-BLK of,FAIRWAY DR,WELL BEING CHEC,41.786598550843,-88.215718909616,Other Criminal Offenses,2608,-9820128.90898101,5129066.35031332
16204,2024002714,99G1,CITIZEN ASSIST                                              ,2024-03-22,0000,2024-03-22,1705,800-BLK of,HAVENSHIRE RD,CITIZEN ASSIST,41.745917734239,-88.165571758031,Non-Criminal Offenses,2609,-9814546.55360183,5122994.81267697
16206,2024003172,26A,FRAUD                                                       ,2024-02-06,0000,2024-04-04,1221,1100-BLK of,CATALPA LN,FRAUD,41.752049917554,-88.141654312989,Theft,2610,-9811884.07579868,5123909.78348514
16278,2024002962,90Z,FLEE OR ATTEMPT TO ELUDE PEACE OFFICER                      ,2024-03-29,1643,2024-03-29,1643,,W OGDEN AV/FORT HILL DR,DRIVING COMPLAI,41.760781333009,-88.195899352466,Other Criminal Offenses,2611,-9817922.60597132,5125212.73137207
16279,2024002962,99A7,RECKLESS DRIVING                                            ,2024-03-29,1643,2024-03-29,1643,,W OGDEN AV/FORT HILL DR,DRIVING COMPLAI,41.760781333009,-88.195899352466,Traffic,2612,-9817922.60597132,5125212.73137207
16280,2024002962,99O5,IMPROPER LANE USAGE                                         ,2024-03-29,1643,2024-03-29,1643,,W OGDEN AV/FORT HILL DR,DRIVING COMPLAI,41.760781333009,-88.195899352466,Traffic,2613,-9817922.60597132,5125212.73137207
16281,2024002962,99N6,TRAFFIC SIGNAL VIOLATION                                    ,2024-03-29,1643,2024-03-29,1643,,W OGDEN AV/FORT HILL DR,DRIVING COMPLAI,41.760781333009,-88.195899352466,Traffic,2614,-9817922.60597132,5125212.73137207
16282,2024002962,99N6,TRAFFIC SIGNAL VIOLATION                                    ,2024-03-29,1643,2024-03-29,1643,,W OGDEN AV/FORT HILL DR,DRIVING COMPLAI,41.760781333009,-88.195899352466,Traffic,2615,-9817922.60597132,5125212.73137207
16283,9024000246,26A,FRAUD,2024-03-26,0000,2024-03-29,1855,1000-BLK of,N MILL ST,FRAUD,41.787426597912,-88.15452632874,Theft,2616,-9813316.98203756,5129189.97481988
16285,2024002536,23C,THEFT - SHOPLIFTING                                         ,2024-03-17,1806,2024-03-17,1806,300-BLK of,S ROUTE 59,THEFT IN PROGRE,41.766338023997,-88.205717819917,Theft,2617,-9819015.59276834,5126042.02243793
16286,2024002536,35A,POSSESSION OF CONTROLLED SUBSTANCE                          ,2024-03-17,1806,2024-03-17,1806,300-BLK of,S ROUTE 59,THEFT IN PROGRE,41.766338023997,-88.205717819917,Drug Offenses and Narcotics,2618,-9819015.59276834,5126042.02243793
16287,2024002536,99R7,WARRANT / SUMMONS / SUBPOENA                                ,2024-03-17,1806,2024-03-17,1806,300-BLK of,S ROUTE 59,THEFT IN PROGRE,41.766338023997,-88.205717819917,Other Criminal Offenses,2619,-9819015.59276834,5126042.02243793
16288,2024003003,13B,DOMESTIC BATTERY                                            ,2024-03-30,1628,2024-03-30,1628,1500-BLK of,NORTH AURORA RD,UNKNOWN PROBLEM,41.779713808456,-88.1857358423,Assault/Battery,2620,-9816791.20919497,5128038.54438046
16290,2024003021,23F,BURGLARY FROM MOBILE VEHICLE                                ,2024-03-31,1128,2024-03-31,1128,2100-BLK of,FULHAM DR,BURGLARY  COLD,41.727121477097,-88.203558535739,Burglary from Mobile Vehicle,2621,-9818775.22235317,5120190.80506164
16291,2024002942,13C,SIMPLE ASSAULT                                              ,2024-03-29,1220,2024-03-29,1220,2800-BLK of,BLUEWATER CR,BATTERY IN PROG,41.7138001783,-88.194435862222,Assault/Battery,2622,-9817759.69098258,5118204.04318473
16292,2024002942,90J,CRIMINAL TRESPASS TO LAND                                   ,2024-03-29,1220,2024-03-29,1220,2800-BLK of,BLUEWATER CR,BATTERY IN PROG,41.7138001783,-88.194435862222,Criminal Damage and Trespass,2623,-9817759.69098258,5118204.04318473
16293,2024002992,13B,DOMESTIC BATTERY                                            ,2024-03-30,1201,2024-03-30,1201,1200-BLK of,W OGDEN AV,DOMESTIC  PHYSI,41.78230580724,-88.173910695209,Assault/Battery,2624,-9815474.83984224,5128425.48442868
16295,2024002915,99A8,HIT AND RUN                                                 ,2024-03-28,1653,2024-03-28,1653,1200-BLK of,WEHRLI RD/75TH ST,HIT AND RUN  JU,41.748882137976,-88.103602860175,Traffic Crashes,2625,-9807648.20744748,5123437.1145169
16296,2024002941,23C,THEFT - SHOPLIFTING                                         ,2024-03-19,2007,2024-03-29,1119,1900-BLK of,W JEFFERSON AV,THEFT,41.770102238176,-88.204061616307,Theft,2626,-9818831.22502582,5126603.84168529
16297,2024002683,26A,CREDIT CARD FRAUD                                           ,2024-03-21,1904,2024-03-21,1904,1200-BLK of,TENNYSON LN,FRAUD,41.750293779275,-88.170561743249,Theft,2627,-9815102.03621536,5123647.7446738
16298,2024002683,26F,IDENTITY THEFT                                              ,2024-03-21,1904,2024-03-21,1904,1200-BLK of,TENNYSON LN,FRAUD,41.750293779275,-88.170561743249,Theft,2628,-9815102.03621536,5123647.7446738
16299,2024002747,23C,THEFT - SHOPLIFTING                                         ,2024-03-23,1537,2024-03-23,1537,700-BLK of,FORT HILL DR,THEFT IN PROGRE,41.763892246602,-88.196045693215,Theft,2629,-9817938.89654898,5125677.00114804
16300,2024003083,99R7,WARRANT / SUMMONS / SUBPOENA                                ,2024-04-02,0237,2024-04-02,0237,,E OGDEN AV/N NAPER BL,TRAFFIC STOP,41.783601100749,-88.110502177772,Other Criminal Offenses,2630,-9808416.2359692,5128618.85493804
16301,2024003071,99F9,CHECK FOR WELL BEING                                        ,2024-04-01,1640,2024-04-01,1640,900-BLK of,E BAILEY RD,WELL BEING CHEC,41.741083623044,-88.112104633242,Non-Criminal Offenses,2631,-9808594.62049614,5122273.5862118
16303,9024000252,23D,THEFT FROM BUILDING,2024-03-29,2000,2024-04-01,2041,700-BLK of,ROYAL ST GEORGE DR,THEFT FROM BUIL,41.783557504529,-88.166601279554,Theft,2632,-9814661.15941353,5128612.3465247
16304,9024000256,99K2,LOST PROPERTY,2024-04-02,1702,2024-04-02,0528,500-BLK of,SOUTH ROUTE 59,LOST PROPERTY,41.761880278876,-88.205808439293,Non-Criminal Offenses,2633,-9819025.68047113,5125376.73443336
16305,2024002831,99C5,CARING HANDS                                                ,2024-03-26,1400,2024-03-26,1418,100-BLK of,TOWNSEND CR,CITIZEN ASSIST,41.725010700468,-88.136150143898,Non-Criminal Offenses,2634,-9811271.35449823,5119875.97267013
16309,2024002868,99J7,ANIMAL COMPLAINT                                            ,2024-03-27,1347,2024-03-27,1347,2500-BLK of,DURANGO LN,ANIMAL CALL,41.71292447563,-88.198353401422,Non-Criminal Offenses,2635,-9818195.78945149,5118073.45377707
16310,2024002464,23C,THEFT - SHOPLIFTING                                         ,2024-03-15,1120,2024-03-15,1120,500-BLK of,S ROUTE 59,THEFT IN PROGRE,41.761880278876,-88.205808439293,Theft,2636,-9819025.68047113,5125376.73443336
16311,2024003028,99J8,IMPOUNDED ANIMAL                                            ,2024-03-31,1749,2024-03-31,1749,1000-BLK of,DOUGLAS AV,CITIZEN ASSIST,41.773998019937,-88.164733123961,Non-Criminal Offenses,2637,-9814453.1972842,5127185.33247027
16379,2024003253,99R7,WARRANT / SUMMONS / SUBPOENA                                ,2024-04-07,0111,2024-04-07,0112,,AURORA AV/S EAGLE ST,TRAFFIC STOP,41.770678592907,-88.153053882217,Other Criminal Offenses,2638,-9813153.0700404,5126689.86711331
16380,2024003253,99M9,REGISTRATION / TITLE VIOLATION                              ,2024-04-07,0111,2024-04-07,0112,,AURORA AV/S EAGLE ST,TRAFFIC STOP,41.770678592907,-88.153053882217,Traffic,2639,-9813153.0700404,5126689.86711331
16381,2024003269,90J,CRIMINAL TRESPASS TO LAND                                   ,2024-04-07,2003,2024-04-07,2003,2800-BLK of,W OGDEN AV,UNWANTED SUBJEC,41.754459944923,-88.202344482652,Criminal Damage and Trespass,2640,-9818640.07458172,5124269.40277548
16412,9024000272,26F,IDENTITY THEFT,2024-03-14,1650,2024-04-09,0501,1500-BLK of,TERRANCE DR,IDENTITY THEFT,41.734793948172,-88.139771872365,Theft,2641,-9811674.52346697,5121335.27782159
16413,9024000274,26F,IDENTITY THEFT,2024-04-09,1100,2024-04-09,0537,2300-BLK of,KEIM RD,IDENTITY THEFT,41.718250303552,-88.111055030294,Theft,2642,-9808477.77923043,5118867.69686353
16414,2024003328,26F,IDENTITY THEFT                                              ,2024-04-09,1209,2024-04-09,1553,3000-BLK of,CRYSTAL ROCK RD,FRAUD,41.707458833996,-88.208395829834,Theft,2643,-9819313.70746864,5117258.42862837
16415,2024002722,90Z,FLEE OR ATTEMPT TO ELUDE PEACE OFFICER                      ,2024-03-22,2210,2024-03-22,2258,2800-BLK of,AURORA AV/S ROUTE 59,"SUSPICIOUS VEH,",41.712101471783,-88.205750362574,Other Criminal Offenses,2644,-9819019.21540034,5117950.72471796
16416,2024002722,99XX,SPEEDING                                                    ,2024-03-22,2210,2024-03-22,2258,2800-BLK of,AURORA AV/S ROUTE 59,"SUSPICIOUS VEH,",41.712101471783,-88.205750362574,Other,2645,-9819019.21540034,5117950.72471796
16417,2024002722,99M9,REGISTRATION / TITLE VIOLATION                              ,2024-03-22,2210,2024-03-22,2258,2800-BLK of,AURORA AV/S ROUTE 59,"SUSPICIOUS VEH,",41.712101471783,-88.205750362574,Traffic,2646,-9819019.21540034,5117950.72471796
16418,2024002622,13A,AGGRAVATED BATTERY                                          ,2024-03-20,1220,2024-03-20,1301,1500-BLK of,N LOOMIS ST,BATTERY  COLD,41.795216229121,-88.142293236421,Assault/Battery,2647,-9811955.20042979,5130353.01745488
16419,2024003279,23F,BURGLARY FROM MOBILE VEHICLE                                ,2024-04-06,1600,2024-04-08,0756,200-BLK of,N LOOMIS ST,BURGLARY  COLD,41.777844799892,-88.142125460014,Burglary from Mobile Vehicle,2648,-9811936.52364559,5127759.54382144
16420,2024003380,99A8,HIT AND RUN                                                 ,2024-04-10,1100,2024-04-10,1553,300-BLK of,SPRING AV,HIT AND RUN  CO,41.778443115797,-88.153540294116,Traffic Crashes,2649,-9813207.21716532,5127848.85792164
16421,2024003380,99Q2,TRAFFIC CRASH NO INJURY                                     ,2024-04-10,1100,2024-04-10,1553,300-BLK of,SPRING AV,HIT AND RUN  CO,41.778443115797,-88.153540294116,Traffic Crashes,2650,-9813207.21716532,5127848.85792164
16422,2024003372,99P4,IMPROPER WINDOW TINTING/TREATMENT ON WINDOWS ADJACENT TO DRI,2024-04-10,1452,2024-04-10,1452,1900-BLK of,MCDOWELL RD/N ROUTE 59,TRAFFIC STOP,41.796316825593,-88.200671933151,Traffic,2651,-9818453.88722294,5130517.35506709
16423,2024003372,90Z,FLEE OR ATTEMPT TO ELUDE PEACE OFFICER                      ,2024-04-10,1452,2024-04-10,1452,1900-BLK of,MCDOWELL RD/N ROUTE 59,TRAFFIC STOP,41.796316825593,-88.200671933151,Other Criminal Offenses,2652,-9818453.88722294,5130517.35506709
16424,2024002594,99F9,CHECK FOR WELL BEING                                        ,2024-03-19,1248,2024-03-19,1248,2600-BLK of,SPRINGDALE CR,WELL BEING CHEC,41.714848553926,-88.17635282511,Non-Criminal Offenses,2653,-9815746.69649928,5118360.38483566
16426,9024000285,26F,IDENTITY THEFT,2024-03-10,0000,2024-04-10,0243,200-BLK of,E BAILEY RD,IDENTITY THEFT,41.740434008645,-88.125065719712,Theft,2654,-9810037.44204211,5122176.67096262
16427,9024000288,290,CRIMINAL DAMAGE TO PROPERTY,2024-04-11,0200,2024-04-11,0235,400-BLK of,STILLWATER CT,CRIMINAL DAMAGE,41.726550077816,-88.121635325854,Criminal Damage and Trespass,2655,-9809655.57234462,5120105.5771153
16429,2024003432,13B,DOMESTIC BATTERY                                            ,2024-04-11,1937,2024-04-11,1937,100-BLK of,S SLEIGHT ST,DOMESTIC  PHYSI,41.773159167945,-88.140948757854,Assault/Battery,2656,-9811805.53376033,5127060.12106046
16432,2024003402,13B,SIMPLE BATTERY                                              ,2024-04-11,0939,2024-04-11,0939,1100-BLK of,E OGDEN AV,BATTERY  COLD,41.793600400814,-88.126641287527,Assault/Battery,2657,-9810212.83344898,5130111.75215433
16433,2024003231,99P2,LIGHT VIOLATIONS                                            ,2024-04-06,0144,2024-04-06,0144,1600-BLK of,W DIEHL RD/N ROUTE 59,TRAFFIC STOP,41.771456699943,-88.205647218154,Traffic,2658,-9819007.73341603,5126806.00686873
16434,2024003231,90Z,FLEE OR ATTEMPT TO ELUDE PEACE OFFICER                      ,2024-04-06,0144,2024-04-06,0144,1600-BLK of,W DIEHL RD/N ROUTE 59,TRAFFIC STOP,41.771456699943,-88.205647218154,Other Criminal Offenses,2659,-9819007.73341603,5126806.00686873
16435,2024003231,90Z,SUSPENDED OR REVOKED DRIVER`S LICENSE                       ,2024-04-06,0144,2024-04-06,0144,1600-BLK of,W DIEHL RD/N ROUTE 59,TRAFFIC STOP,41.771456699943,-88.205647218154,Other Criminal Offenses,2660,-9819007.73341603,5126806.00686873
16436,2024003231,99B2,OPERATING UNINSURED MOTOR VEHICLE                           ,2024-04-06,0144,2024-04-06,0144,1600-BLK of,W DIEHL RD/N ROUTE 59,TRAFFIC STOP,41.771456699943,-88.205647218154,Traffic,2661,-9819007.73341603,5126806.00686873
16437,2024003231,99M9,REGISTRATION / TITLE VIOLATION                              ,2024-04-06,0144,2024-04-06,0144,1600-BLK of,W DIEHL RD/N ROUTE 59,TRAFFIC STOP,41.771456699943,-88.205647218154,Traffic,2662,-9819007.73341603,5126806.00686873
16438,2024003523,99I0,SUSPICIOUS INCIDENT / CIRCUMSTANCES                         ,2024-04-14,0017,2024-04-14,0847,900-BLK of,FAIRWAY DR,"SUSPICIOUS VEH,",41.786169985699,-88.214498854296,Non-Criminal Offenses,2663,-9819993.09304405,5129002.36767607
16439,2024003472,99I2,DOMESTIC TROUBLE                                            ,2024-04-12,0200,2024-04-12,1737,2100-BLK of,SUNDERLAND CT,DOMESTIC  VERBA,41.728137752979,-88.134199504131,Non-Criminal Offenses,2664,-9811054.21027265,5120342.39114071
16440,2024003472,13B,DOMESTIC BATTERY                                            ,2024-04-12,0200,2024-04-12,1737,2100-BLK of,SUNDERLAND CT,DOMESTIC  VERBA,41.728137752979,-88.134199504131,Assault/Battery,2665,-9811054.21027265,5120342.39114071
16442,2024003462,99A8,HIT AND RUN                                                 ,2024-04-12,1445,2024-04-12,1445,1500-BLK of,N NAPER BL,HIT AND RUN  CO,41.796471961037,-88.119092765189,Traffic Crashes,2666,-9809372.53578608,5130540.5196318
16443,2024003403,99A8,HIT AND RUN                                                 ,2024-04-11,0800,2024-04-11,1151,2800-BLK of,HASSERT BL/S ROUTE 59,HIT AND RUN  CO,41.712101471783,-88.205750362574,Traffic Crashes,2667,-9819019.21540034,5117950.72471796
16444,2024003403,99Q2,TRAFFIC CRASH NO INJURY                                     ,2024-04-11,0800,2024-04-11,1151,2800-BLK of,HASSERT BL/S ROUTE 59,HIT AND RUN  CO,41.712101471783,-88.205750362574,Traffic Crashes,2668,-9819019.21540034,5117950.72471796
16446,9024000303,99P6,PARKING COMPLAINT,2024-04-15,0800,2024-04-15,0925,4800-BLK of,BRABAZON CT,PARKING COMPLAI,41.681462267906,-88.222459285415,Traffic,2669,-9820879.24418271,5113382.82276708
16447,2024003318,99F9,CHECK FOR WELL BEING                                        ,2024-04-09,0000,2024-04-09,0000,900-BLK of,HEATHROW LN,WELL BEING CHEC,41.752980747882,-88.168258638087,Non-Criminal Offenses,2670,-9814845.65572149,5124048.67845754
16448,2024003318,99T3,INVESTIGATION - NON SPECIFIC                                ,2024-04-09,0000,2024-04-09,0000,900-BLK of,HEATHROW LN,WELL BEING CHEC,41.752980747882,-88.168258638087,Non-Criminal Offenses,2671,-9814845.65572149,5124048.67845754
16450,2024003555,240,MOTOR VEHICLE THEFT                                         ,2024-04-15,1100,2024-04-15,1235,1300-BLK of,COUNTRY LAKES DR,THEFT,41.794591963878,-88.209647461225,Motor Vehicle Theft,2672,-9819453.03843774,5130259.80538164
16451,2024003551,90J,CRIMINAL TRESPASS TO LAND                                   ,2024-04-15,1048,2024-04-15,1048,600-BLK of,AMERSALE DR,UNWANTED SUBJEC,41.782258941252,-88.207846150918,Criminal Damage and Trespass,2673,-9819252.51749161,5128418.48801816
16452,2024003581,13C,TELEPHONE THREAT                                            ,2024-04-15,2210,2024-04-15,2210,2100-BLK of,SUNDERLAND CT,TELEPHONE THREA,41.728137752979,-88.134199504131,Assault/Battery,2674,-9811054.21027265,5120342.39114071
16453,9024000308,26F,IDENTITY THEFT,2024-04-14,1600,2024-04-15,1442,900-BLK of,COLETTA CR,IDENTITY THEFT,41.780676376975,-88.132144762416,Theft,2675,-9810825.47747122,5128182.23718593
16454,9024000310,99P6,PARKING COMPLAINT,2024-04-15,0000,2024-04-15,2049,1100-BLK of,VAIL CT,PARKING COMPLAI,41.749329123562,-88.181223357602,Traffic,2676,-9816288.88169618,5123503.80846869
16455,2024003559,13B,DOMESTIC BATTERY                                            ,2024-04-15,1351,2024-04-15,1351,1400-BLK of,TERRANCE DR,DOMESTIC DELAYE,41.740321664779,-88.140504165314,Assault/Battery,2677,-9811756.04194516,5122159.91060572
16459,2024002878,23H,THEFT - ALL OTHER LARCENY                                   ,2024-03-27,1701,2024-03-27,1701,,N ROUTE 59/NORTH AURORA RD,TRAFFIC STOP,41.781428276947,-88.214828691652,Theft,2678,-9820029.81037056,5128294.48276493
16558,2024003307,99P2,LIGHT VIOLATIONS                                            ,2024-04-08,2102,2024-04-08,2102,,W 75TH ST/MODAFF RD,TRAFFIC STOP,41.750452413953,-88.147635832361,Traffic,2679,-9812549.93548934,5123671.41474906
16559,2024003307,99B1,"CANCELLED, SUSPENDED, OR REVOKED REGISTRATION               ",2024-04-08,2102,2024-04-08,2102,,W 75TH ST/MODAFF RD,TRAFFIC STOP,41.750452413953,-88.147635832361,Traffic,2680,-9812549.93548934,5123671.41474906
16560,9024000271,99H2,OTHER ORDINANCE VIOLATION,2024-04-09,0000,2024-04-09,1237,2200-BLK of,WOODVIEW CT,OTHER ORDINANCE,41.722643266165,-88.143755059648,Non-Criminal Offenses,2681,-9812117.92984704,5119522.8708692
16561,9024000271,99H5,NUISANCE COMPLAINT,2024-04-09,0000,2024-04-09,1237,2200-BLK of,WOODVIEW CT,OTHER ORDINANCE,41.722643266165,-88.143755059648,Non-Criminal Offenses,2682,-9812117.92984704,5119522.8708692
